"cylinders(p0)","cylinders(p1)","cylinders(p2)","cylinders(p3)","displacement","horsepower","weight","acceleration","year(p0)","year(p1)","year(p2)","year(p3)","year(p4)","year(p5)","year(p6)","year(p7)","year(p8)","year(p9)","year(p10)","year(p11)","origin(p0)","origin(p1)","mpg"
0,0,0,1,0.224806201550388,0.076086956521739,0.285511766373689,-0.464285714285714,0,0,0,0,0,0,0.973610120462327,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.547872340425532
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.72609819121447,-0.25,-0.329741990360079,-0.0833333333333335,0,0,0,0,0,0,0,0.981306762925316,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0.866025403784439,-0.5,-0.329787234042553
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.943152454780362,-0.869565217391304,-0.879784519421605,0.261904761904762,0,0,0,0,0,0,0.973610120462327,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0.866025403784439,-0.5,0.436170212765957
0,0,0,1,0.291989664082687,0.0217391304347827,0.203288914091296,-0.380952380952381,0,0,0,0,0,0,0,0.981306762925316,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.446808510638298
0,0,0.968245836551854,-0.25,-0.322997416020672,-0.445652173913043,-0.341650127587185,-0.107142857142857,-0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.521276595744681
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.72609819121447,-0.630434782608696,-0.400623759569039,-0.166666666666667,0,0,0,0,0,0,0,0,0.987420882906575,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.021276595744681
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.607235142118863,-0.456521739130435,-0.403459030337397,-0.297619047619048,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.223404255319149
0,0,0,1,0.235142118863049,-0.0869565217391305,0.0722994045931387,-0.523809523809524,-0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.521276595744681
-0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.989664082687339,-0.41304347826087,-0.542387297986958,-0.464285714285714,0,0,0,0,0,0,0,0,0,0.992395326897746,-0.0905928844174348,-0.0833333333333334,0,1,-0.218085106382979
0,0,0,1,0.715762273901809,0.402173913043478,0.616671392117947,-0.583333333333333,0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.734042553191489
0,0,0,1,0.00258397932816545,-0.304347826086957,-0.0881769208959455,-0.345238095238095,0,0,0,0,0.950146187582615,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.414893617021277
0,0,0,1,0.0284237726098191,-0.141304347826087,0.129571874113978,-0.166666666666667,0,0,0,0,0,0,0,0,0.987420882906575,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.457446808510638
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.545219638242894,-0.358695652173913,-0.326906719591721,-0.238095238095238,0,0,0,0,0,0,0,0,0,0.992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,0.00531914893617014
0,0,0.968245836551854,-0.25,-0.0594315245478036,-0.543478260869565,-0.0422455344485398,-0.107142857142857,0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.468085106382979
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.720930232558139,-0.565217391304348,-0.655798128721293,-0.285714285714286,0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.25531914893617
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.627906976744186,-0.684782608695652,-0.473206691239013,0.0714285714285714,0,0,0,0.930949336251263,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.148936170212766
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.627906976744186,-0.543478260869565,-0.287212928834704,0.202380952380953,0,0,0,0,0,0,0,0,0,0.992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.0744680851063831
0,0,0.968245836551854,-0.25,-0.0594315245478036,-0.41304347826087,-0.0269350722994046,-0.107142857142857,0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.574468085106383
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.912144702842377,-0.739130434782609,-0.740856251772044,0.261904761904762,0,0,0,0,0,0,0,0.981306762925316,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0,1,0.617021276595745
0,0,0,1,-0.00775193798449614,-0.304347826086957,0.38758151403459,0.30952380952381,0,0,0,0,0,0,0.973610120462327,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.574468085106383
0,0,0,1,0.715762273901809,0.402173913043478,1,-0.523809523809524,0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.787234042553192
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.896640826873385,-0.673913043478261,-0.743691522540403,-0.226190476190476,0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0.866025403784439,-0.5,0.117021276595745
0,0,0.968245836551854,-0.25,-0.188630490956072,-0.521739130434783,0.00255174369152256,0.273809523809524,0,0,0,0,0,0,0,0,0,0.992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.462765957446808
0,0,0,1,0.457364341085271,0.184782608695652,0.557697760136093,-0.178571428571429,0,0,0,0,0,0,0,0,0.987420882906575,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.579787234042553
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.79328165374677,-0.684782608695652,-0.630280691806067,-0.142857142857143,0,0,0,0,0,0,0,0,0,0.992395326897746,-0.0905928844174348,-0.0833333333333334,0,1,0.234042553191489
0,0,0.968245836551854,-0.25,-0.0180878552971576,-0.304347826086957,-0.23504394669691,-0.345238095238095,0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.521276595744681
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.772609819121447,-0.576086956521739,-0.454493904167848,-0.0238095238095239,0,0,0,0,0,0,0,0,0,0,0,1,-0.866025403784439,-0.5,0.170212765957447
0,0,0,1,0.209302325581395,0.0108695652173914,-0.0972497873546924,-0.619047619047619,0,0,0,0,0,0,0,0.981306762925316,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.515957446808511
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.808785529715762,-0.815217391304348,-0.658633399489651,-0.178571428571429,0,0,0,0,0,0,0,0,0,0,0.996521728591783,-0.0833333333333334,-0.866025403784439,-0.5,0.367021276595745
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.757105943152455,-0.467391304347826,-0.387014459880919,-0.166666666666667,0,0,0,0,0.950146187582615,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0.866025403784439,-0.5,-0.25531914893617
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.731266149870801,-0.695652173913043,-0.420470654947548,0.226190476190476,0,0,0,0,0,0,0,0,0,0,0.996521728591783,-0.0833333333333334,0,1,0.202127659574468
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.844961240310077,-0.815217391304348,-0.751630280691806,0.0714285714285714,0,0,0,0,0,0,0.973610120462327,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,0.143617021276596
0,0,0.968245836551854,-0.25,-0.483204134366925,-0.0652173913043478,-0.264530762687837,-0.595238095238095,0,0,0,0,0,0,0,0,0,0.992395326897746,-0.0905928844174348,-0.0833333333333334,0,1,0.260638297872341
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.958656330749354,-0.934782608695652,-0.97958605046782,0.0119047619047619,0,0,0,0.930949336251263,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0,1,0.170212765957447
0,0,0,1,0.457364341085271,0.347826086956522,0.447122200170116,-0.595238095238095,0,0,0,0,0,0,0.973610120462327,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.654255319148936
0,0,0.968245836551854,-0.25,-0.188630490956072,-0.41304347826087,-0.0813722710518855,-0.119047619047619,0,0,0,0,0,0.963624111659432,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.308510638297872
0,0,0,1,0.994832041343669,0.891304347826087,0.554295435214063,-0.880952380952381,-0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.734042553191489
0,0,0,1,0.457364341085271,0.456521739130435,0.163028069180607,-0.642857142857143,0,0,0.901387818865997,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.893617021276596
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.850129198966408,-0.652173913043478,-0.814573291749362,-0.226190476190476,0,0,0,0,0,0,0.973610120462327,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0.866025403784439,-0.5,0.0638297872340425
0,0,0.968245836551854,-0.25,-0.416020671834625,-0.304347826086957,-0.244683867309328,-0.00000000000000022204,0,0,0,0,0,0,0,0,0,0,0,1,-0.866025403784439,-0.5,-0.148936170212766
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.772609819121447,-0.543478260869565,-0.417635384179189,0.261904761904762,0,0,0,0,0,0,0,0,0,0,0,1,-0.866025403784439,-0.5,-0.0425531914893618
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.906976744186047,-0.793478260869565,-0.7697760136093,-0.00000000000000022204,0,0,0,0,0,0,0,0,0,0.992395326897746,-0.0905928844174348,-0.0833333333333334,0,1,0.5
0,0,0.968245836551854,-0.25,-0.157622739018088,-0.304347826086957,-0.191380776864191,-0.166666666666667,0,0,0,0,0.950146187582615,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.361702127659575
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.798449612403101,-0.565217391304348,-0.517436915225404,-0.107142857142857,0,0,0,0,0,0.963624111659432,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0.866025403784439,-0.5,0.0106382978723405
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.984496124031008,-0.793478260869565,-0.909271335412532,0.30952380952381,0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0,1,0.170212765957447
0,0,0,1,0.715762273901809,0.347826086956522,0.732350439466969,-0.583333333333333,0,0,0,0,0.950146187582615,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.627659574468085
0,0,0.968245836551854,-0.25,-0.157622739018088,-0.358695652173913,0.0898780833569606,0.333333333333333,0,0,0,0,0,0,0,0.981306762925316,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.457446808510638
0,0,0,1,0.715762273901809,0.130434782608696,0.616671392117947,-0.523809523809524,0,0,0.901387818865997,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.787234042553192
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.731266149870801,-0.684782608695652,-0.473206691239013,0.130952380952381,0,0,0,0,0,0,0,0,0,0.992395326897746,-0.0905928844174348,-0.0833333333333334,0,1,0.186170212765957
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.627906976744186,-0.532608695652174,-0.352424156506946,-0.0714285714285714,0,0,0,0,0,0,0.973610120462327,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.122340425531915
0,0,0,1,0.715762273901809,0.315217391304348,0.867309328040828,-0.464285714285714,0,0,0.901387818865997,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.840425531914894
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.65374677002584,-0.58695652173913,-0.570740005670542,-0.404761904761905,0,0,0,0,0,0,0,0,0,0,0,1,-0.866025403784439,-0.5,0.436170212765957
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.731266149870801,-0.445652173913043,-0.503260561383612,-0.166666666666667,0,0,0,0.930949336251263,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0,1,-0.202127659574468
0,0,0.968245836551854,-0.25,-0.152454780361757,-0.41304347826087,-0.244683867309328,-0.0476190476190477,0,0,0.901387818865997,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.521276595744681
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.850129198966408,-0.652173913043478,-0.610433796427559,-0.226190476190476,0,0,0,0.930949336251263,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0.866025403784439,-0.5,-0.0957446808510639
0,0,0,1,0.291989664082687,0.130434782608696,0.612702013042246,-0.345238095238095,0,0,0,0.930949336251263,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.734042553191489
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.731266149870801,-0.641304347826087,-0.426141196484264,0.261904761904762,0,0,0,0,0,0,0,0,0,0,0,1,-0.866025403784439,-0.5,0.0106382978723405
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.571059431524548,-0.521739130434783,-0.396087326339665,0.0119047619047619,0,0,0,0,0,0,0,0,0,0.992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,0.0106382978723405
0,0,0.968245836551854,-0.25,-0.0180878552971576,-0.467391304347826,-0.104054437198753,0.166666666666667,0,0,0,0,0,0.963624111659432,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.547872340425532
0,0,0,1,0.219638242894057,0.130434782608696,0.0320385596824497,-0.523809523809524,-0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.627659574468085
0,0,0,1,0.457364341085271,0.076086956521739,0.384746243266232,-0.523809523809524,0,0,0,0,0,0.963624111659432,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.787234042553192
0,0,0,1,0.462532299741602,0.217391304347826,0.559398922597108,-0.404761904761905,0,0,0.901387818865997,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.787234042553192
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.72609819121447,-0.271739130434783,-0.647859370569889,-0.464285714285714,-0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0.866025403784439,-0.5,-0.0957446808510639
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.658914728682171,-0.456521739130435,-0.382478026651545,-0.345238095238095,0,0,0,0,0.950146187582615,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0,1,-0.202127659574468
0,0,0,1,0.209302325581395,0.0217391304347827,0.520272185993762,-0.0476190476190477,0,0.849836585598798,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.787234042553192
0,0,0,1,0.715762273901809,0.130434782608696,0.218032322086759,-0.821428571428571,-0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.680851063829787
0,0,0,1,0.209302325581395,-0.0978260869565217,0.197618372554579,-0.357142857142857,0,0,0,0,0,0,0,0,0.987420882906575,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.542553191489362
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.627906976744186,-0.717391304347826,-0.549191947831018,0.30952380952381,0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.308510638297872
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.731266149870801,-0.543478260869565,-0.0603912673660335,0.654761904761904,0,0,0,0,0,0.963624111659432,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0.866025403784439,-0.5,-0.468085106382979
0,0,0.968245836551854,-0.25,-0.0594315245478036,-0.358695652173913,-0.0133257726112844,-0.226190476190476,0,0,0,0,0,0.963624111659432,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.308510638297872
0,0,0.968245836551854,-0.25,-0.0594315245478036,-0.41304347826087,-0.05585483413666,0.19047619047619,0,0,0.901387818865997,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.627659574468085
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.720930232558139,-0.543478260869565,-0.497022965693224,-0.154761904761905,0,0,0,0,0,0,0,0,0,0.992395326897746,-0.0905928844174348,-0.0833333333333334,0.866025403784439,-0.5,0.382978723404255
0,0,0.968245836551854,-0.25,-0.152454780361757,-0.521739130434783,-0.165296285795293,0.142857142857143,0,0,0,0,0,0.963624111659432,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.281914893617021
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.912144702842377,-0.793478260869565,-0.718174085625177,0.333333333333333,0,0,0,0,0,0,0,0,0,0.992395326897746,-0.0905928844174348,-0.0833333333333334,0,1,0.691489361702127
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.881136950904393,-0.75,-0.706833002551744,-0.202380952380953,0,0,0,0,0,0,0,0,0.987420882906575,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0.866025403784439,-0.5,0.50531914893617
0,0,0.968245836551854,-0.25,-0.157622739018088,-0.25,-0.0745676212078253,-0.119047619047619,0,0,0,0,0,0,0,0,0.987420882906575,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.335106382978723
0,0,0,1,0.922480620155039,0.83695652173913,0.770343067762971,-0.642857142857143,0,0,0.901387818865997,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.787234042553192
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.850129198966408,-0.543478260869565,-0.723844627161894,0.0119047619047619,0,0.849836585598798,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,0,1,-0.0425531914893618
0.790569415042095,-0.456435464587639,-0.322748612183951,-0.25,-0.808785529715762,-0.695652173913043,-0.672809753331443,-0.261904761904762,0,0,0,0,0,0,0,0,0,0,0.996521728591783,-0.0833333333333334,0.866025403784439,-0.5,0.276595744680851
0,0,0,1,0.627906976744186,0.347826086956522,0.105755599659767,-0.761904761904762,-0.735980072193987,-0.424918292799399,-0.300462606288666,-0.232737334062816,-0.190029237516523,-0.160604018609905,-0.139087160066047,-0.122663345365665,-0.109713431434064,-0.0992395326897746,-0.0905928844174348,-0.0833333333333334,-0.866025403784439,-0.5,-0.680851063829787
